timestamp_idx,alice_bit,alice_basis,bob_basis,bob_bit,basis_match,error,label,time_sec,qber_rolling
107,1,0,0,1,1,0,normal_noiseless,0.107,0.0
108,0,1,1,0,1,0,normal_noiseless,0.108,0.0
109,0,0,1,0,0,0,normal_noiseless,0.109,0.0
110,0,0,1,1,0,0,normal_noiseless,0.11,0.0
111,1,0,0,1,1,0,normal_noiseless,0.111,0.0
112,0,1,1,0,1,0,normal_noiseless,0.112,0.0
113,1,1,0,1,0,0,normal_noiseless,0.113,0.0
114,0,1,1,0,1,0,normal_noiseless,0.114,0.0
115,0,0,1,1,0,0,normal_noiseless,0.115,0.0
116,0,0,1,0,0,0,normal_noiseless,0.116,0.0
117,1,0,0,1,1,0,normal_noiseless,0.117,0.0
118,0,1,0,0,0,0,normal_noiseless,0.11800000000000001,0.0
119,0,1,1,0,1,0,normal_noiseless,0.11900000000000001,0.0
120,0,0,1,1,0,0,normal_noiseless,0.12,0.0
121,1,0,0,1,1,0,normal_noiseless,0.121,0.0
122,0,1,0,1,0,0,normal_noiseless,0.122,0.0
123,1,1,1,1,1,0,normal_noiseless,0.123,0.0
124,1,1,0,1,0,0,normal_noiseless,0.124,0.0
125,1,1,1,1,1,0,normal_noiseless,0.125,0.0
126,1,0,0,1,1,0,normal_noiseless,0.126,0.0
127,1,1,0,0,0,0,normal_noiseless,0.127,0.0
128,1,1,1,1,1,0,normal_noiseless,0.128,0.0
129,1,1,0,0,0,0,normal_noiseless,0.129,0.0
130,0,1,0,0,0,0,normal_noiseless,0.13,0.0
131,1,1,1,1,1,0,normal_noiseless,0.131,0.0
132,1,1,1,1,1,0,normal_noiseless,0.132,0.0
133,1,1,0,1,0,0,normal_noiseless,0.133,0.0
134,0,1,1,0,1,0,normal_noiseless,0.134,0.0
135,1,0,1,1,0,0,normal_noiseless,0.135,0.0
136,0,0,0,0,1,0,normal_noiseless,0.136,0.0
137,1,0,0,1,1,0,normal_noiseless,0.137,0.0
138,1,0,0,1,1,0,normal_noiseless,0.138,0.0
139,1,1,1,1,1,0,normal_noiseless,0.139,0.0
140,1,1,1,1,1,0,normal_noiseless,0.14,0.0
141,0,0,0,0,1,0,normal_noiseless,0.14100000000000001,0.0
142,0,1,0,1,0,0,normal_noiseless,0.14200000000000002,0.0
143,0,0,1,0,0,0,normal_noiseless,0.14300000000000002,0.0
144,0,1,1,0,1,0,normal_noiseless,0.14400000000000002,0.0
145,1,1,0,1,0,0,normal_noiseless,0.145,0.0
146,1,0,0,1,1,0,normal_noiseless,0.146,0.0
147,1,0,0,1,1,0,normal_noiseless,0.147,0.0
148,1,0,0,1,1,0,normal_noiseless,0.148,0.0
149,1,1,1,1,1,0,normal_noiseless,0.149,0.0
150,1,0,1,0,0,0,normal_noiseless,0.15,0.0
151,1,0,0,1,1,0,normal_noiseless,0.151,0.0
152,0,0,0,0,1,0,normal_noiseless,0.152,0.0
153,1,0,0,1,1,0,normal_noiseless,0.153,0.0
154,1,0,0,1,1,0,normal_noiseless,0.154,0.0
155,0,1,1,0,1,0,normal_noiseless,0.155,0.0
156,0,1,0,0,0,0,normal_noiseless,0.156,0.0
157,1,1,1,1,1,0,normal_noiseless,0.157,0.0
158,1,0,0,1,1,0,normal_noiseless,0.158,0.0
159,1,0,0,1,1,0,normal_noiseless,0.159,0.0
160,0,0,1,1,0,0,normal_noiseless,0.16,0.0
161,1,1,0,0,0,0,normal_noiseless,0.161,0.0
162,1,1,1,1,1,0,normal_noiseless,0.162,0.0
163,0,1,0,0,0,0,normal_noiseless,0.163,0.0
164,1,0,1,0,0,0,normal_noiseless,0.164,0.0
165,0,1,1,0,1,0,normal_noiseless,0.165,0.0
166,0,0,0,0,1,0,normal_noiseless,0.166,0.0
167,1,0,1,1,0,0,normal_noiseless,0.167,0.0
168,0,0,0,0,1,0,normal_noiseless,0.168,0.0
169,0,0,1,0,0,0,normal_noiseless,0.169,0.0
170,1,1,1,1,1,0,normal_noiseless,0.17,0.0
171,0,1,0,1,0,0,normal_noiseless,0.171,0.0
172,1,1,1,1,1,0,normal_noiseless,0.17200000000000001,0.0
173,0,1,0,0,0,0,normal_noiseless,0.17300000000000001,0.0
174,0,1,0,1,0,0,normal_noiseless,0.17400000000000002,0.0
175,1,1,0,0,0,0,normal_noiseless,0.17500000000000002,0.0
176,1,1,0,1,0,0,normal_noiseless,0.176,0.0
177,1,0,0,1,1,0,normal_noiseless,0.177,0.0
178,1,1,1,1,1,0,normal_noiseless,0.178,0.0
179,1,1,1,1,1,0,normal_noiseless,0.179,0.0
180,0,1,1,0,1,0,normal_noiseless,0.18,0.0
181,0,1,1,0,1,0,normal_noiseless,0.181,0.0
182,0,0,0,0,1,0,normal_noiseless,0.182,0.0
183,1,0,0,1,1,0,normal_noiseless,0.183,0.0
184,1,0,1,1,0,0,normal_noiseless,0.184,0.0
185,1,1,1,1,1,0,normal_noiseless,0.185,0.0
186,0,1,0,1,0,0,normal_noiseless,0.186,0.0
187,0,0,0,0,1,0,normal_noiseless,0.187,0.0
188,0,0,0,0,1,0,normal_noiseless,0.188,0.0
189,1,1,0,1,0,0,normal_noiseless,0.189,0.0
190,0,1,1,0,1,0,normal_noiseless,0.19,0.0
191,1,1,1,1,1,0,normal_noiseless,0.191,0.0
192,1,0,1,1,0,0,normal_noiseless,0.192,0.0
193,0,0,0,0,1,0,normal_noiseless,0.193,0.0
194,1,0,1,1,0,0,normal_noiseless,0.194,0.0
195,1,0,1,0,0,0,normal_noiseless,0.195,0.0
196,1,1,0,1,0,0,normal_noiseless,0.196,0.0
197,1,0,0,1,1,0,normal_noiseless,0.197,0.0
198,1,1,1,1,1,0,normal_noiseless,0.198,0.0
199,0,0,0,0,1,0,normal_noiseless,0.199,0.0
200,1,0,1,0,0,0,normal_noiseless,0.2,0.0
201,0,1,0,1,0,0,normal_noiseless,0.201,0.0
202,0,1,1,0,1,0,normal_noiseless,0.202,0.0
203,1,0,0,1,1,0,normal_noiseless,0.203,0.0
204,1,1,0,0,0,0,normal_noiseless,0.20400000000000001,0.0
205,1,1,1,1,1,0,normal_noiseless,0.20500000000000002,0.0
206,1,0,1,0,0,0,normal_noiseless,0.20600000000000002,0.0
207,1,0,0,1,1,0,normal_noiseless,0.20700000000000002,0.0
208,1,1,1,1,1,0,normal_noiseless,0.20800000000000002,0.0
209,0,0,0,0,1,0,normal_noiseless,0.209,0.0
210,0,1,1,0,1,0,normal_noiseless,0.21,0.0
211,0,1,0,0,0,0,normal_noiseless,0.211,0.0
212,0,1,1,0,1,0,normal_noiseless,0.212,0.0
213,1,1,1,1,1,0,normal_noiseless,0.213,0.0
214,1,0,1,0,0,0,normal_noiseless,0.214,0.0
215,1,0,1,0,0,0,normal_noiseless,0.215,0.0
216,0,1,1,0,1,0,normal_noiseless,0.216,0.0
217,0,1,1,0,1,0,normal_noiseless,0.217,0.0
218,1,1,0,1,0,0,normal_noiseless,0.218,0.0
219,1,1,1,1,1,0,normal_noiseless,0.219,0.0
220,1,0,1,0,0,0,normal_noiseless,0.22,0.0
221,0,0,0,0,1,0,normal_noiseless,0.221,0.0
222,0,1,0,0,0,0,normal_noiseless,0.222,0.0
223,1,1,1,1,1,0,normal_noiseless,0.223,0.0
224,1,1,1,1,1,0,normal_noiseless,0.224,0.0
225,1,0,0,1,1,0,normal_noiseless,0.225,0.0
226,1,0,0,1,1,0,normal_noiseless,0.226,0.0
227,1,0,1,1,0,0,normal_noiseless,0.227,0.0
228,0,1,1,0,1,0,normal_noiseless,0.228,0.0
229,1,0,1,0,0,0,normal_noiseless,0.229,0.0
230,0,0,1,1,0,0,normal_noiseless,0.23,0.0
231,0,1,1,0,1,0,normal_noiseless,0.231,0.0
232,0,1,1,0,1,0,normal_noiseless,0.232,0.0
233,1,1,0,1,0,0,normal_noiseless,0.233,0.0
234,0,0,0,0,1,0,normal_noiseless,0.234,0.0
235,1,1,0,0,0,0,normal_noiseless,0.23500000000000001,0.0
236,1,1,0,1,0,0,normal_noiseless,0.23600000000000002,0.0
237,1,1,1,1,1,0,normal_noiseless,0.23700000000000002,0.0
238,1,0,0,1,1,0,normal_noiseless,0.23800000000000002,0.0
239,1,0,1,1,0,0,normal_noiseless,0.23900000000000002,0.0
240,0,1,1,0,1,0,normal_noiseless,0.24,0.0
241,1,1,1,1,1,0,normal_noiseless,0.241,0.0
242,1,1,1,1,1,0,normal_noiseless,0.242,0.0
243,1,0,0,1,1,0,normal_noiseless,0.243,0.0
244,0,1,1,0,1,0,normal_noiseless,0.244,0.0
245,0,1,1,0,1,0,normal_noiseless,0.245,0.0
246,1,1,1,1,1,0,normal_noiseless,0.246,0.0
247,0,1,1,0,1,0,normal_noiseless,0.247,0.0
248,1,1,0,0,0,0,normal_noiseless,0.248,0.0
249,1,1,1,1,1,0,normal_noiseless,0.249,0.0
250,1,1,1,1,1,0,normal_noiseless,0.25,0.0
251,0,0,1,0,0,0,normal_noiseless,0.251,0.0
252,0,1,0,1,0,0,normal_noiseless,0.252,0.0
253,1,1,0,0,0,0,normal_noiseless,0.253,0.0
254,0,1,1,0,1,0,normal_noiseless,0.254,0.0
255,0,1,1,0,1,0,normal_noiseless,0.255,0.0
256,1,0,1,0,0,0,normal_noiseless,0.256,0.0
257,1,1,1,1,1,0,normal_noiseless,0.257,0.0
258,1,0,0,1,1,0,normal_noiseless,0.258,0.0
259,0,1,0,1,0,0,normal_noiseless,0.259,0.0
260,0,0,1,1,0,0,normal_noiseless,0.26,0.0
261,0,0,0,0,1,0,normal_noiseless,0.261,0.0
262,0,1,1,0,1,0,normal_noiseless,0.262,0.0
263,0,0,1,0,0,0,normal_noiseless,0.263,0.0
264,0,1,1,0,1,0,normal_noiseless,0.264,0.0
265,1,0,0,1,1,0,normal_noiseless,0.265,0.0
266,1,1,0,1,0,0,normal_noiseless,0.266,0.0
267,1,0,1,1,0,0,normal_noiseless,0.267,0.0
268,0,0,0,0,1,0,normal_noiseless,0.268,0.0
269,0,1,1,0,1,0,normal_noiseless,0.269,0.0
270,1,0,1,1,0,0,normal_noiseless,0.27,0.0
271,0,1,1,0,1,0,normal_noiseless,0.271,0.0
272,0,0,1,1,0,0,normal_noiseless,0.272,0.0
273,0,0,1,1,0,0,normal_noiseless,0.273,0.0
274,1,1,1,1,1,0,normal_noiseless,0.274,0.0
275,1,0,1,1,0,0,normal_noiseless,0.275,0.0
276,1,1,1,1,1,0,normal_noiseless,0.276,0.0
277,1,1,1,1,1,0,normal_noiseless,0.277,0.0
278,0,0,1,1,0,0,normal_noiseless,0.278,0.0
279,0,1,1,0,1,0,normal_noiseless,0.279,0.0
280,0,0,0,0,1,0,normal_noiseless,0.28,0.0
281,1,0,0,1,1,0,normal_noiseless,0.281,0.0
282,1,1,0,1,0,0,normal_noiseless,0.28200000000000003,0.0
283,1,1,0,1,0,0,normal_noiseless,0.28300000000000003,0.0
284,0,1,1,0,1,0,normal_noiseless,0.28400000000000003,0.0
285,0,1,1,0,1,0,normal_noiseless,0.28500000000000003,0.0
286,1,0,0,1,1,0,normal_noiseless,0.28600000000000003,0.0
287,0,1,0,0,0,0,normal_noiseless,0.28700000000000003,0.0
288,1,0,1,1,0,0,normal_noiseless,0.28800000000000003,0.0
289,1,0,0,1,1,0,normal_noiseless,0.289,0.0
290,0,0,0,0,1,0,normal_noiseless,0.29,0.0
291,1,0,1,0,0,0,normal_noiseless,0.291,0.0
292,1,1,0,0,0,0,normal_noiseless,0.292,0.0
293,1,0,1,1,0,0,normal_noiseless,0.293,0.0
294,1,0,1,0,0,0,normal_noiseless,0.294,0.0
295,0,0,1,1,0,0,normal_noiseless,0.295,0.0
296,0,0,0,0,1,0,normal_noiseless,0.296,0.0
297,0,1,1,0,1,0,normal_noiseless,0.297,0.0
298,1,1,1,1,1,0,normal_noiseless,0.298,0.0
299,1,1,0,0,0,0,normal_noiseless,0.299,0.0
300,1,0,1,0,0,0,normal_noiseless,0.3,0.0
301,1,0,1,0,0,0,normal_noiseless,0.301,0.0
302,1,0,1,0,0,0,normal_noiseless,0.302,0.0
303,0,0,1,0,0,0,normal_noiseless,0.303,0.0
304,1,1,0,0,0,0,normal_noiseless,0.304,0.0
305,1,1,0,1,0,0,normal_noiseless,0.305,0.0
306,1,0,0,1,1,0,normal_noiseless,0.306,0.0
307,1,0,1,1,0,0,normal_noiseless,0.307,0.0
308,1,1,1,1,1,0,normal_noiseless,0.308,0.0
309,1,0,0,1,1,0,normal_noiseless,0.309,0.0
310,1,1,0,0,0,0,normal_noiseless,0.31,0.0
311,0,0,1,1,0,0,normal_noiseless,0.311,0.0
312,0,0,0,0,1,0,normal_noiseless,0.312,0.0
313,0,1,0,0,0,0,normal_noiseless,0.313,0.0
314,1,1,0,1,0,0,normal_noiseless,0.314,0.0
315,1,1,1,1,1,0,normal_noiseless,0.315,0.0
316,0,1,1,0,1,0,normal_noiseless,0.316,0.0
317,0,1,1,0,1,0,normal_noiseless,0.317,0.0
318,1,0,0,1,1,0,normal_noiseless,0.318,0.0
319,0,1,0,0,0,0,normal_noiseless,0.319,0.0
320,1,0,0,1,1,0,normal_noiseless,0.32,0.0
321,0,0,0,0,1,0,normal_noiseless,0.321,0.0
322,0,0,1,1,0,0,normal_noiseless,0.322,0.0
323,0,1,0,0,0,0,normal_noiseless,0.323,0.0
324,0,0,1,0,0,0,normal_noiseless,0.324,0.0
325,0,1,1,0,1,0,normal_noiseless,0.325,0.0
326,0,1,1,0,1,0,normal_noiseless,0.326,0.0
327,1,0,1,1,0,0,normal_noiseless,0.327,0.0
328,1,0,0,1,1,0,normal_noiseless,0.328,0.0
329,1,0,0,1,1,0,normal_noiseless,0.329,0.0
330,0,0,1,1,0,0,normal_noiseless,0.33,0.0
331,1,1,0,1,0,0,normal_noiseless,0.331,0.0
332,1,0,1,0,0,0,normal_noiseless,0.332,0.0
333,0,1,1,0,1,0,normal_noiseless,0.333,0.0
334,1,1,0,0,0,0,normal_noiseless,0.334,0.0
335,1,0,1,1,0,0,normal_noiseless,0.335,0.0
336,1,0,0,1,1,0,normal_noiseless,0.336,0.0
337,1,1,0,0,0,0,normal_noiseless,0.337,0.0
338,0,1,0,1,0,0,normal_noiseless,0.338,0.0
339,1,0,1,0,0,0,normal_noiseless,0.339,0.0
340,0,0,1,1,0,0,normal_noiseless,0.34,0.0
341,0,0,1,1,0,0,normal_noiseless,0.341,0.0
342,0,0,0,0,1,0,normal_noiseless,0.342,0.0
343,1,1,0,1,0,0,normal_noiseless,0.343,0.0
344,0,0,0,0,1,0,normal_noiseless,0.34400000000000003,0.0
345,0,1,0,0,0,0,normal_noiseless,0.34500000000000003,0.0
346,1,1,0,1,0,0,normal_noiseless,0.34600000000000003,0.0
347,0,0,0,0,1,0,normal_noiseless,0.34700000000000003,0.0
348,0,0,1,0,0,0,normal_noiseless,0.34800000000000003,0.0
349,1,1,1,1,1,0,normal_noiseless,0.34900000000000003,0.0
350,1,0,0,1,1,0,normal_noiseless,0.35000000000000003,0.0
351,1,1,1,1,1,0,normal_noiseless,0.35100000000000003,0.0
352,1,1,1,1,1,0,normal_noiseless,0.352,0.0
353,1,0,1,0,0,0,normal_noiseless,0.353,0.0
354,1,1,0,0,0,0,normal_noiseless,0.354,0.0
355,1,0,0,1,1,0,normal_noiseless,0.355,0.0
356,0,1,1,0,1,0,normal_noiseless,0.356,0.0
357,1,0,0,1,1,0,normal_noiseless,0.357,0.0
358,0,1,1,0,1,0,normal_noiseless,0.358,0.0
359,0,0,0,0,1,0,normal_noiseless,0.359,0.0
360,1,0,1,0,0,0,normal_noiseless,0.36,0.0
361,1,1,0,1,0,0,normal_noiseless,0.361,0.0
362,1,0,1,1,0,0,normal_noiseless,0.362,0.0
363,0,1,0,0,0,0,normal_noiseless,0.363,0.0
364,1,1,1,1,1,0,normal_noiseless,0.364,0.0
365,1,1,1,1,1,0,normal_noiseless,0.365,0.0
366,0,1,0,0,0,0,normal_noiseless,0.366,0.0
367,1,0,1,1,0,0,normal_noiseless,0.367,0.0
368,0,1,1,0,1,0,normal_noiseless,0.368,0.0
369,0,0,1,1,0,0,normal_noiseless,0.369,0.0
370,0,0,1,1,0,0,normal_noiseless,0.37,0.0
371,1,0,1,1,0,0,normal_noiseless,0.371,0.0
372,0,0,0,0,1,0,normal_noiseless,0.372,0.0
373,0,1,0,0,0,0,normal_noiseless,0.373,0.0
374,0,1,1,0,1,0,normal_noiseless,0.374,0.0
375,1,1,0,1,0,0,normal_noiseless,0.375,0.0
376,1,1,0,1,0,0,normal_noiseless,0.376,0.0
377,1,1,0,0,0,0,normal_noiseless,0.377,0.0
378,0,0,1,1,0,0,normal_noiseless,0.378,0.0
379,0,1,1,0,1,0,normal_noiseless,0.379,0.0
380,0,0,1,0,0,0,normal_noiseless,0.38,0.0
381,1,1,0,1,0,0,normal_noiseless,0.381,0.0
382,0,1,0,0,0,0,normal_noiseless,0.382,0.0
383,0,0,1,1,0,0,normal_noiseless,0.383,0.0
384,0,0,1,0,0,0,normal_noiseless,0.384,0.0
385,1,0,0,1,1,0,normal_noiseless,0.385,0.0
386,0,1,1,0,1,0,normal_noiseless,0.386,0.0
387,0,0,1,1,0,0,normal_noiseless,0.387,0.0
388,1,0,0,1,1,0,normal_noiseless,0.388,0.0
389,1,0,0,1,1,0,normal_noiseless,0.389,0.0
390,0,1,0,1,0,0,normal_noiseless,0.39,0.0
391,1,1,0,0,0,0,normal_noiseless,0.391,0.0
392,1,0,0,1,1,0,normal_noiseless,0.392,0.0
393,1,0,1,1,0,0,normal_noiseless,0.393,0.0
394,1,1,0,1,0,0,normal_noiseless,0.394,0.0
395,0,1,1,0,1,0,normal_noiseless,0.395,0.0
396,1,0,1,0,0,0,normal_noiseless,0.396,0.0
397,0,1,1,0,1,0,normal_noiseless,0.397,0.0
398,0,1,0,0,0,0,normal_noiseless,0.398,0.0
399,1,0,0,1,1,0,normal_noiseless,0.399,0.0
400,1,1,1,1,1,0,normal_noiseless,0.4,0.0
401,1,1,0,0,0,0,normal_noiseless,0.401,0.0
402,0,1,0,1,0,0,normal_noiseless,0.402,0.0
403,1,1,0,0,0,0,normal_noiseless,0.403,0.0
404,0,0,1,0,0,0,normal_noiseless,0.404,0.0
405,1,1,1,1,1,0,normal_noiseless,0.405,0.0
406,1,1,0,1,0,0,normal_noiseless,0.406,0.0
407,1,1,1,1,1,0,normal_noiseless,0.40700000000000003,0.0
408,0,1,1,0,1,0,normal_noiseless,0.40800000000000003,0.0
409,1,1,1,1,1,0,normal_noiseless,0.40900000000000003,0.0
410,0,1,0,0,0,0,normal_noiseless,0.41000000000000003,0.0
411,1,1,1,1,1,0,normal_noiseless,0.41100000000000003,0.0
412,1,0,1,0,0,0,normal_noiseless,0.41200000000000003,0.0
413,0,0,1,0,0,0,normal_noiseless,0.41300000000000003,0.0
414,1,0,0,1,1,0,normal_noiseless,0.41400000000000003,0.0
415,1,1,0,0,0,0,normal_noiseless,0.41500000000000004,0.0
416,1,0,0,1,1,0,normal_noiseless,0.41600000000000004,0.0
417,1,0,1,0,0,0,normal_noiseless,0.417,0.0
418,0,0,1,1,0,0,normal_noiseless,0.418,0.0
419,1,0,0,1,1,0,normal_noiseless,0.419,0.0
420,0,0,1,0,0,0,normal_noiseless,0.42,0.0
421,0,1,0,0,0,0,normal_noiseless,0.421,0.0
422,1,1,1,1,1,0,normal_noiseless,0.422,0.0
423,0,0,0,0,1,0,normal_noiseless,0.423,0.0
424,1,0,1,0,0,0,normal_noiseless,0.424,0.0
425,1,0,1,0,0,0,normal_noiseless,0.425,0.0
426,1,0,0,1,1,0,normal_noiseless,0.426,0.0
427,1,1,1,1,1,0,normal_noiseless,0.427,0.0
428,1,0,1,0,0,0,normal_noiseless,0.428,0.0
429,1,0,1,1,0,0,normal_noiseless,0.429,0.0
430,1,1,0,0,0,0,normal_noiseless,0.43,0.0
431,0,0,0,0,1,0,normal_noiseless,0.431,0.0
432,1,1,0,1,0,0,normal_noiseless,0.432,0.0
433,0,1,1,0,1,0,normal_noiseless,0.433,0.0
434,0,0,0,0,1,0,normal_noiseless,0.434,0.0
435,0,0,1,0,0,0,normal_noiseless,0.435,0.0
436,0,1,0,0,0,0,normal_noiseless,0.436,0.0
437,1,0,0,1,1,0,normal_noiseless,0.437,0.0
438,1,1,0,1,0,0,normal_noiseless,0.438,0.0
439,1,0,0,1,1,0,normal_noiseless,0.439,0.0
440,1,1,1,1,1,0,normal_noiseless,0.44,0.0
441,0,0,1,1,0,0,normal_noiseless,0.441,0.0
442,0,0,0,0,1,0,normal_noiseless,0.442,0.0
443,0,0,1,0,0,0,normal_noiseless,0.443,0.0
444,1,0,1,1,0,0,normal_noiseless,0.444,0.0
445,1,0,0,1,1,0,normal_noiseless,0.445,0.0
446,1,1,1,1,1,0,normal_noiseless,0.446,0.0
447,1,1,1,1,1,0,normal_noiseless,0.447,0.0
448,0,0,1,1,0,0,normal_noiseless,0.448,0.0
449,1,1,1,1,1,0,normal_noiseless,0.449,0.0
450,1,1,1,1,1,0,normal_noiseless,0.45,0.0
451,1,1,1,1,1,0,normal_noiseless,0.451,0.0
