timestamp_idx,alice_bit,alice_basis,bob_basis,bob_bit,basis_match,error,label
90,0,1,1,0,1,0,normal_noiseless
91,0,1,1,0,1,0,normal_noiseless
92,0,0,1,1,0,0,normal_noiseless
93,1,0,0,1,1,0,normal_noiseless
94,1,0,1,1,0,0,normal_noiseless
95,1,1,0,0,0,0,normal_noiseless
96,1,0,0,1,1,0,normal_noiseless
97,0,0,0,0,1,0,normal_noiseless
98,1,1,0,0,0,0,normal_noiseless
99,1,0,0,1,1,0,normal_noiseless
100,0,1,1,0,1,0,normal_noiseless
101,0,0,1,0,0,0,normal_noiseless
102,1,0,1,0,0,0,normal_noiseless
103,1,0,0,1,1,0,normal_noiseless
104,1,1,0,1,0,0,normal_noiseless
105,1,1,0,0,0,0,normal_noiseless
106,1,0,1,1,0,0,normal_noiseless
107,1,0,0,1,1,0,normal_noiseless
108,0,1,1,0,1,0,normal_noiseless
109,0,0,1,0,0,0,normal_noiseless
110,0,0,1,1,0,0,normal_noiseless
111,1,0,0,1,1,0,normal_noiseless
112,0,1,1,0,1,0,normal_noiseless
113,1,1,0,1,0,0,normal_noiseless
114,0,1,1,0,1,0,normal_noiseless
115,0,0,1,1,0,0,normal_noiseless
116,0,0,1,0,0,0,normal_noiseless
117,1,0,0,1,1,0,normal_noiseless
118,0,1,0,0,0,0,normal_noiseless
119,0,1,1,0,1,0,normal_noiseless
120,0,0,1,1,0,0,normal_noiseless
121,1,0,0,1,1,0,normal_noiseless
122,0,1,0,1,0,0,normal_noiseless
123,1,1,1,1,1,0,normal_noiseless
124,1,1,0,1,0,0,normal_noiseless
125,1,1,1,1,1,0,normal_noiseless
126,1,0,0,1,1,0,normal_noiseless
127,1,1,0,0,0,0,normal_noiseless
128,1,1,1,1,1,0,normal_noiseless
129,1,1,0,0,0,0,normal_noiseless
130,0,1,0,0,0,0,normal_noiseless
131,1,1,1,1,1,0,normal_noiseless
132,1,1,1,1,1,0,normal_noiseless
133,1,1,0,1,0,0,normal_noiseless
134,0,1,1,0,1,0,normal_noiseless
135,1,0,1,1,0,0,normal_noiseless
136,0,0,0,0,1,0,normal_noiseless
137,1,0,0,1,1,0,normal_noiseless
138,1,0,0,1,1,0,normal_noiseless
139,1,1,1,1,1,0,normal_noiseless
140,1,1,1,1,1,0,normal_noiseless
141,0,0,0,0,1,0,normal_noiseless
142,0,1,0,1,0,0,normal_noiseless
143,0,0,1,0,0,0,normal_noiseless
144,0,1,1,0,1,0,normal_noiseless
145,1,1,0,1,0,0,normal_noiseless
146,1,0,0,1,1,0,normal_noiseless
147,1,0,0,1,1,0,normal_noiseless
148,1,0,0,1,1,0,normal_noiseless
149,1,1,1,1,1,0,normal_noiseless
150,1,0,1,0,0,0,normal_noiseless
151,1,0,0,1,1,0,normal_noiseless
152,0,0,0,0,1,0,normal_noiseless
153,1,0,0,1,1,0,normal_noiseless
154,1,0,0,1,1,0,normal_noiseless
155,0,1,1,0,1,0,normal_noiseless
156,0,1,0,0,0,0,normal_noiseless
157,1,1,1,1,1,0,normal_noiseless
158,1,0,0,1,1,0,normal_noiseless
159,1,0,0,1,1,0,normal_noiseless
160,0,0,1,1,0,0,normal_noiseless
161,1,1,0,0,0,0,normal_noiseless
162,1,1,1,1,1,0,normal_noiseless
163,0,1,0,0,0,0,normal_noiseless
164,1,0,1,0,0,0,normal_noiseless
165,0,1,1,0,1,0,normal_noiseless
166,0,0,0,0,1,0,normal_noiseless
167,1,0,1,1,0,0,normal_noiseless
168,0,0,0,0,1,0,normal_noiseless
169,0,0,1,0,0,0,normal_noiseless
170,1,1,1,1,1,0,normal_noiseless
171,0,1,0,1,0,0,normal_noiseless
172,1,1,1,1,1,0,normal_noiseless
173,0,1,0,0,0,0,normal_noiseless
174,0,1,0,1,0,0,normal_noiseless
175,1,1,0,0,0,0,normal_noiseless
176,1,1,0,1,0,0,normal_noiseless
177,1,0,0,1,1,0,normal_noiseless
178,1,1,1,1,1,0,normal_noiseless
179,1,1,1,1,1,0,normal_noiseless
180,0,1,1,0,1,0,normal_noiseless
181,0,1,1,0,1,0,normal_noiseless
182,0,0,0,0,1,0,normal_noiseless
183,1,0,0,1,1,0,normal_noiseless
184,1,0,1,1,0,0,normal_noiseless
185,1,1,1,1,1,0,normal_noiseless
186,0,1,0,1,0,0,normal_noiseless
187,0,0,0,0,1,0,normal_noiseless
188,0,0,0,0,1,0,normal_noiseless
189,1,1,0,1,0,0,normal_noiseless
190,0,1,1,0,1,0,normal_noiseless
191,1,1,1,1,1,0,normal_noiseless
192,1,0,1,1,0,0,normal_noiseless
193,0,0,0,0,1,0,normal_noiseless
194,1,0,1,1,0,0,normal_noiseless
195,1,0,1,0,0,0,normal_noiseless
196,1,1,0,1,0,0,normal_noiseless
197,1,0,0,1,1,0,normal_noiseless
198,1,1,1,1,1,0,normal_noiseless
199,0,0,0,0,1,0,normal_noiseless
200,1,0,1,0,0,0,normal_noiseless
201,0,1,0,1,0,0,normal_noiseless
202,0,1,1,0,1,0,normal_noiseless
203,1,0,0,1,1,0,normal_noiseless
204,1,1,0,0,0,0,normal_noiseless
205,1,1,1,1,1,0,normal_noiseless
206,1,0,1,0,0,0,normal_noiseless
207,1,0,0,1,1,0,normal_noiseless
208,1,1,1,1,1,0,normal_noiseless
209,0,0,0,0,1,0,normal_noiseless
210,0,1,1,0,1,0,normal_noiseless
211,0,1,0,0,0,0,normal_noiseless
212,0,1,1,0,1,0,normal_noiseless
213,1,1,1,1,1,0,normal_noiseless
214,1,0,1,0,0,0,normal_noiseless
215,1,0,1,0,0,0,normal_noiseless
216,0,1,1,0,1,0,normal_noiseless
217,0,1,1,0,1,0,normal_noiseless
218,1,1,0,1,0,0,normal_noiseless
219,1,1,1,1,1,0,normal_noiseless
220,1,0,1,0,0,0,normal_noiseless
221,0,0,0,0,1,0,normal_noiseless
222,0,1,0,0,0,0,normal_noiseless
223,1,1,1,1,1,0,normal_noiseless
224,1,1,1,1,1,0,normal_noiseless
225,1,0,0,1,1,0,normal_noiseless
226,1,0,0,1,1,0,normal_noiseless
227,1,0,1,1,0,0,normal_noiseless
228,0,1,1,0,1,0,normal_noiseless
229,1,0,1,0,0,0,normal_noiseless
230,0,0,1,1,0,0,normal_noiseless
231,0,1,1,0,1,0,normal_noiseless
232,0,1,1,0,1,0,normal_noiseless
233,1,1,0,1,0,0,normal_noiseless
234,0,0,0,0,1,0,normal_noiseless
235,1,1,0,0,0,0,normal_noiseless
236,1,1,0,1,0,0,normal_noiseless
237,1,1,1,1,1,0,normal_noiseless
238,1,0,0,1,1,0,normal_noiseless
239,1,0,1,1,0,0,normal_noiseless
240,0,1,1,0,1,0,normal_noiseless
241,1,1,1,1,1,0,normal_noiseless
242,1,1,1,1,1,0,normal_noiseless
243,1,0,0,1,1,0,normal_noiseless
244,0,1,1,0,1,0,normal_noiseless
245,0,1,1,0,1,0,normal_noiseless
246,1,1,1,1,1,0,normal_noiseless
247,0,1,1,0,1,0,normal_noiseless
248,1,1,0,0,0,0,normal_noiseless
249,1,1,1,1,1,0,normal_noiseless
250,1,1,1,1,1,0,normal_noiseless
251,0,0,1,0,0,0,normal_noiseless
252,0,1,0,1,0,0,normal_noiseless
253,1,1,0,0,0,0,normal_noiseless
254,0,1,1,0,1,0,normal_noiseless
255,0,1,1,0,1,0,normal_noiseless
256,1,0,1,0,0,0,normal_noiseless
257,1,1,1,1,1,0,normal_noiseless
258,1,0,0,1,1,0,normal_noiseless
259,0,1,0,1,0,0,normal_noiseless
260,0,0,1,1,0,0,normal_noiseless
261,0,0,0,0,1,0,normal_noiseless
262,0,1,1,0,1,0,normal_noiseless
263,0,0,1,0,0,0,normal_noiseless
264,0,1,1,0,1,0,normal_noiseless
265,1,0,0,1,1,0,normal_noiseless
266,1,1,0,1,0,0,normal_noiseless
267,1,0,1,1,0,0,normal_noiseless
268,0,0,0,0,1,0,normal_noiseless
269,0,1,1,0,1,0,normal_noiseless
270,1,0,1,1,0,0,normal_noiseless
271,0,1,1,0,1,0,normal_noiseless
272,0,0,1,1,0,0,normal_noiseless
273,0,0,1,1,0,0,normal_noiseless
274,1,1,1,1,1,0,normal_noiseless
275,1,0,1,1,0,0,normal_noiseless
276,1,1,1,1,1,0,normal_noiseless
277,1,1,1,1,1,0,normal_noiseless
278,0,0,1,1,0,0,normal_noiseless
279,0,1,1,0,1,0,normal_noiseless
280,0,0,0,0,1,0,normal_noiseless
281,1,0,0,1,1,0,normal_noiseless
282,1,1,0,1,0,0,normal_noiseless
283,1,1,0,1,0,0,normal_noiseless
284,0,1,1,0,1,0,normal_noiseless
285,0,1,1,0,1,0,normal_noiseless
286,1,0,0,1,1,0,normal_noiseless
287,0,1,0,0,0,0,normal_noiseless
288,1,0,1,1,0,0,normal_noiseless
289,1,0,0,1,1,0,normal_noiseless
290,0,0,0,0,1,0,normal_noiseless
291,1,0,1,0,0,0,normal_noiseless
292,1,1,0,0,0,0,normal_noiseless
293,1,0,1,1,0,0,normal_noiseless
294,1,0,1,0,0,0,normal_noiseless
295,0,0,1,1,0,0,normal_noiseless
296,0,0,0,0,1,0,normal_noiseless
297,0,1,1,0,1,0,normal_noiseless
298,1,1,1,1,1,0,normal_noiseless
299,1,1,0,0,0,0,normal_noiseless
300,1,0,1,0,0,0,normal_noiseless
301,1,0,1,0,0,0,normal_noiseless
302,1,0,1,0,0,0,normal_noiseless
303,0,0,1,0,0,0,normal_noiseless
304,1,1,0,0,0,0,normal_noiseless
305,1,1,0,1,0,0,normal_noiseless
306,1,0,0,1,1,0,normal_noiseless
307,1,0,1,1,0,0,normal_noiseless
308,1,1,1,1,1,0,normal_noiseless
309,1,0,0,1,1,0,normal_noiseless
310,1,1,0,0,0,0,normal_noiseless
311,0,0,1,1,0,0,normal_noiseless
312,0,0,0,0,1,0,normal_noiseless
313,0,1,0,0,0,0,normal_noiseless
314,1,1,0,1,0,0,normal_noiseless
315,1,1,1,1,1,0,normal_noiseless
316,0,1,1,0,1,0,normal_noiseless
317,0,1,1,0,1,0,normal_noiseless
318,1,0,0,1,1,0,normal_noiseless
319,0,1,0,0,0,0,normal_noiseless
320,1,0,0,1,1,0,normal_noiseless
321,0,0,0,0,1,0,normal_noiseless
322,0,0,1,1,0,0,normal_noiseless
323,0,1,0,0,0,0,normal_noiseless
324,0,0,1,0,0,0,normal_noiseless
325,0,1,1,0,1,0,normal_noiseless
326,0,1,1,0,1,0,normal_noiseless
327,1,0,1,1,0,0,normal_noiseless
328,1,0,0,1,1,0,normal_noiseless
329,1,0,0,1,1,0,normal_noiseless
330,0,0,1,1,0,0,normal_noiseless
331,1,1,0,1,0,0,normal_noiseless
332,1,0,1,0,0,0,normal_noiseless
333,0,1,1,0,1,0,normal_noiseless
334,1,1,0,0,0,0,normal_noiseless
335,1,0,1,1,0,0,normal_noiseless
336,1,0,0,1,1,0,normal_noiseless
337,1,1,0,0,0,0,normal_noiseless
338,0,1,0,1,0,0,normal_noiseless
339,1,0,1,0,0,0,normal_noiseless
340,0,0,1,1,0,0,normal_noiseless
341,0,0,1,1,0,0,normal_noiseless
342,0,0,0,0,1,0,normal_noiseless
343,1,1,0,1,0,0,normal_noiseless
344,0,0,0,0,1,0,normal_noiseless
345,0,1,0,0,0,0,normal_noiseless
346,1,1,0,1,0,0,normal_noiseless
347,0,0,0,0,1,0,normal_noiseless
348,0,0,1,0,0,0,normal_noiseless
349,1,1,1,1,1,0,normal_noiseless
350,1,0,0,1,1,0,normal_noiseless
351,1,1,1,1,1,0,normal_noiseless
352,1,1,1,1,1,0,normal_noiseless
353,1,0,1,0,0,0,normal_noiseless
354,1,1,0,0,0,0,normal_noiseless
355,1,0,0,1,1,0,normal_noiseless
356,0,1,1,0,1,0,normal_noiseless
357,1,0,0,1,1,0,normal_noiseless
358,0,1,1,0,1,0,normal_noiseless
359,0,0,0,0,1,0,normal_noiseless
360,1,0,1,0,0,0,normal_noiseless
361,1,1,0,1,0,0,normal_noiseless
362,1,0,1,1,0,0,normal_noiseless
363,0,1,0,0,0,0,normal_noiseless
364,1,1,1,1,1,0,normal_noiseless
365,1,1,1,1,1,0,normal_noiseless
366,0,1,0,0,0,0,normal_noiseless
367,1,0,1,1,0,0,normal_noiseless
368,0,1,1,0,1,0,normal_noiseless
369,0,0,1,1,0,0,normal_noiseless
370,0,0,1,1,0,0,normal_noiseless
371,1,0,1,1,0,0,normal_noiseless
372,0,0,0,0,1,0,normal_noiseless
373,0,1,0,0,0,0,normal_noiseless
374,0,1,1,0,1,0,normal_noiseless
375,1,1,0,1,0,0,normal_noiseless
376,1,1,0,1,0,0,normal_noiseless
377,1,1,0,0,0,0,normal_noiseless
378,0,0,1,1,0,0,normal_noiseless
379,0,1,1,0,1,0,normal_noiseless
380,0,0,1,0,0,0,normal_noiseless
381,1,1,0,1,0,0,normal_noiseless
382,0,1,0,0,0,0,normal_noiseless
383,0,0,1,1,0,0,normal_noiseless
384,0,0,1,0,0,0,normal_noiseless
385,1,0,0,1,1,0,normal_noiseless
386,0,1,1,0,1,0,normal_noiseless
387,0,0,1,1,0,0,normal_noiseless
388,1,0,0,1,1,0,normal_noiseless
389,1,0,0,1,1,0,normal_noiseless
390,0,1,0,1,0,0,normal_noiseless
391,1,1,0,0,0,0,normal_noiseless
392,1,0,0,1,1,0,normal_noiseless
393,1,0,1,1,0,0,normal_noiseless
394,1,1,0,1,0,0,normal_noiseless
395,0,1,1,0,1,0,normal_noiseless
396,1,0,1,0,0,0,normal_noiseless
397,0,1,1,0,1,0,normal_noiseless
398,0,1,0,0,0,0,normal_noiseless
399,1,0,0,1,1,0,normal_noiseless
400,1,1,1,1,1,0,normal_noiseless
401,1,1,0,0,0,0,normal_noiseless
402,0,1,0,1,0,0,normal_noiseless
403,1,1,0,0,0,0,normal_noiseless
404,0,0,1,0,0,0,normal_noiseless
405,1,1,1,1,1,0,normal_noiseless
406,1,1,0,1,0,0,normal_noiseless
407,1,1,1,1,1,0,normal_noiseless
408,0,1,1,0,1,0,normal_noiseless
409,1,1,1,1,1,0,normal_noiseless
410,0,1,0,0,0,0,normal_noiseless
411,1,1,1,1,1,0,normal_noiseless
412,1,0,1,0,0,0,normal_noiseless
413,0,0,1,0,0,0,normal_noiseless
414,1,0,0,1,1,0,normal_noiseless
415,1,1,0,0,0,0,normal_noiseless
416,1,0,0,1,1,0,normal_noiseless
417,1,0,1,0,0,0,normal_noiseless
418,0,0,1,1,0,0,normal_noiseless
419,1,0,0,1,1,0,normal_noiseless
420,0,0,1,0,0,0,normal_noiseless
421,0,1,0,0,0,0,normal_noiseless
422,1,1,1,1,1,0,normal_noiseless
423,0,0,0,0,1,0,normal_noiseless
424,1,0,1,0,0,0,normal_noiseless
425,1,0,1,0,0,0,normal_noiseless
426,1,0,0,1,1,0,normal_noiseless
427,1,1,1,1,1,0,normal_noiseless
428,1,0,1,0,0,0,normal_noiseless
429,1,0,1,1,0,0,normal_noiseless
430,1,1,0,0,0,0,normal_noiseless
431,0,0,0,0,1,0,normal_noiseless
432,1,1,0,1,0,0,normal_noiseless
433,0,1,1,0,1,0,normal_noiseless
434,0,0,0,0,1,0,normal_noiseless
435,0,0,1,0,0,0,normal_noiseless
436,0,1,0,0,0,0,normal_noiseless
437,1,0,0,1,1,0,normal_noiseless
438,1,1,0,1,0,0,normal_noiseless
439,1,0,0,1,1,0,normal_noiseless
440,1,1,1,1,1,0,normal_noiseless
441,0,0,1,1,0,0,normal_noiseless
442,0,0,0,0,1,0,normal_noiseless
443,0,0,1,0,0,0,normal_noiseless
444,1,0,1,1,0,0,normal_noiseless
445,1,0,0,1,1,0,normal_noiseless
446,1,1,1,1,1,0,normal_noiseless
447,1,1,1,1,1,0,normal_noiseless
448,0,0,1,1,0,0,normal_noiseless
449,1,1,1,1,1,0,normal_noiseless
450,1,1,1,1,1,0,normal_noiseless
451,1,1,1,1,1,0,normal_noiseless
452,0,1,1,0,1,0,normal_noiseless
453,0,0,1,1,0,0,normal_noiseless
454,0,0,0,0,1,0,normal_noiseless
455,1,1,0,0,0,0,normal_noiseless
456,1,1,0,0,0,0,normal_noiseless
457,1,0,0,1,1,0,normal_noiseless
458,1,0,1,1,0,0,normal_noiseless
459,1,1,0,1,0,0,normal_noiseless
460,1,1,1,1,1,0,normal_noiseless
461,0,0,0,0,1,0,normal_noiseless
462,1,0,0,1,1,0,normal_noiseless
463,1,0,0,1,1,0,normal_noiseless
464,0,1,1,0,1,0,normal_noiseless
465,1,0,1,1,0,0,normal_noiseless
466,0,1,0,1,0,0,normal_noiseless
467,1,0,1,0,0,0,normal_noiseless
468,0,0,1,1,0,0,normal_noiseless
469,1,0,1,0,0,0,normal_noiseless
470,1,1,0,1,0,0,normal_noiseless
471,0,0,1,0,0,0,normal_noiseless
472,0,1,1,0,1,0,normal_noiseless
473,1,1,1,1,1,0,normal_noiseless
474,0,0,0,0,1,0,normal_noiseless
475,1,0,1,1,0,0,normal_noiseless
476,0,0,1,0,0,0,normal_noiseless
477,0,0,0,0,1,0,normal_noiseless
478,0,0,0,0,1,0,normal_noiseless
479,1,0,0,1,1,0,normal_noiseless
480,1,0,1,0,0,0,normal_noiseless
481,1,0,0,1,1,0,normal_noiseless
482,1,1,0,1,0,0,normal_noiseless
483,1,0,0,1,1,0,normal_noiseless
484,0,0,1,1,0,0,normal_noiseless
485,0,1,1,0,1,0,normal_noiseless
486,1,1,1,1,1,0,normal_noiseless
487,0,1,1,0,1,0,normal_noiseless
488,1,1,0,0,0,0,normal_noiseless
489,1,0,0,1,1,0,normal_noiseless
490,1,0,0,1,1,0,normal_noiseless
491,1,1,0,1,0,0,normal_noiseless
492,1,0,1,0,0,0,normal_noiseless
493,1,1,1,1,1,0,normal_noiseless
494,0,1,0,1,0,0,normal_noiseless
495,1,0,0,1,1,0,normal_noiseless
496,1,1,1,1,1,0,normal_noiseless
497,0,0,1,1,0,0,normal_noiseless
498,1,1,0,0,0,0,normal_noiseless
499,0,1,0,1,0,0,normal_noiseless
500,0,0,1,0,0,0,normal_noiseless
501,0,0,1,1,0,0,normal_noiseless
502,1,1,1,1,1,0,normal_noiseless
503,1,0,0,1,1,0,normal_noiseless
504,0,1,0,1,0,0,normal_noiseless
505,1,1,1,1,1,0,normal_noiseless
506,1,1,0,0,0,0,normal_noiseless
507,1,0,0,1,1,0,normal_noiseless
508,1,1,1,1,1,0,normal_noiseless
509,0,1,1,0,1,0,normal_noiseless
510,0,1,0,0,0,0,normal_noiseless
511,1,1,0,1,0,0,normal_noiseless
512,1,0,0,1,1,0,normal_noiseless
513,1,1,1,1,1,0,normal_noiseless
514,0,0,0,0,1,0,normal_noiseless
515,1,0,0,1,1,0,normal_noiseless
516,0,1,0,1,0,0,normal_noiseless
517,1,0,1,0,0,0,normal_noiseless
518,0,1,0,1,0,0,normal_noiseless
519,0,0,0,0,1,0,normal_noiseless
520,0,1,0,0,0,0,normal_noiseless
521,0,0,0,0,1,0,normal_noiseless
522,1,1,0,0,0,0,normal_noiseless
523,1,1,1,1,1,0,normal_noiseless
524,0,1,1,0,1,0,normal_noiseless
525,1,1,1,1,1,0,normal_noiseless
526,1,0,1,1,0,0,normal_noiseless
527,0,1,1,0,1,0,normal_noiseless
528,1,0,1,0,0,0,normal_noiseless
529,1,1,1,1,1,0,normal_noiseless
530,0,0,0,0,1,0,normal_noiseless
531,0,0,1,0,0,0,normal_noiseless
532,1,0,0,1,1,0,normal_noiseless
533,0,0,0,0,1,0,normal_noiseless
534,1,0,0,1,1,0,normal_noiseless
535,1,1,1,1,1,0,normal_noiseless
536,0,1,1,0,1,0,normal_noiseless
537,0,0,0,0,1,0,normal_noiseless
538,1,1,1,1,1,0,normal_noiseless
539,0,0,0,0,1,0,normal_noiseless
540,1,0,1,1,0,0,normal_noiseless
541,1,0,1,1,0,0,normal_noiseless
542,0,0,0,0,1,0,normal_noiseless
543,1,0,0,1,1,0,normal_noiseless
544,1,0,0,1,1,0,normal_noiseless
545,1,1,0,0,0,0,normal_noiseless
546,0,0,1,0,0,0,normal_noiseless
547,1,0,1,0,0,0,normal_noiseless
548,0,0,0,0,1,0,normal_noiseless
549,1,1,1,1,1,0,normal_noiseless
550,0,0,0,0,1,0,normal_noiseless
551,1,0,0,1,1,0,normal_noiseless
552,0,0,0,0,1,0,normal_noiseless
553,1,0,1,1,0,0,normal_noiseless
554,0,0,1,0,0,0,normal_noiseless
555,1,0,0,1,1,0,normal_noiseless
556,1,0,1,0,0,0,normal_noiseless
557,1,1,0,0,0,0,normal_noiseless
558,1,0,1,0,0,0,normal_noiseless
559,1,0,0,1,1,0,normal_noiseless
560,0,1,0,1,0,0,normal_noiseless
561,1,0,1,1,0,0,normal_noiseless
562,1,0,1,1,0,0,normal_noiseless
563,0,1,1,0,1,0,normal_noiseless
564,1,0,0,1,1,0,normal_noiseless
565,1,1,0,1,0,0,normal_noiseless
566,1,1,0,1,0,0,normal_noiseless
567,0,0,0,0,1,0,normal_noiseless
568,0,1,0,1,0,0,normal_noiseless
569,1,0,1,1,0,0,normal_noiseless
570,0,1,1,0,1,0,normal_noiseless
571,1,0,1,0,0,0,normal_noiseless
572,1,1,0,1,0,0,normal_noiseless
573,1,1,0,0,0,0,normal_noiseless
574,1,1,0,0,0,0,normal_noiseless
575,0,1,1,0,1,0,normal_noiseless
576,0,1,0,0,0,0,normal_noiseless
577,1,1,1,1,1,0,normal_noiseless
578,0,0,0,0,1,0,normal_noiseless
579,1,1,1,1,1,0,normal_noiseless
580,0,1,0,0,0,0,normal_noiseless
581,0,0,1,1,0,0,normal_noiseless
582,0,1,0,1,0,0,normal_noiseless
583,1,0,1,1,0,0,normal_noiseless
584,0,0,0,0,1,0,normal_noiseless
585,0,1,0,1,0,0,normal_noiseless
586,1,1,1,1,1,0,normal_noiseless
587,0,1,1,0,1,0,normal_noiseless
588,0,1,1,0,1,0,normal_noiseless
589,1,1,1,1,1,0,normal_noiseless
590,0,0,1,0,0,0,normal_noiseless
591,1,0,0,1,1,0,normal_noiseless
592,1,0,0,1,1,0,normal_noiseless
593,1,1,1,1,1,0,normal_noiseless
594,1,0,0,1,1,0,normal_noiseless
595,1,0,1,0,0,0,normal_noiseless
596,0,0,1,1,0,0,normal_noiseless
597,0,1,1,0,1,0,normal_noiseless
598,1,1,1,1,1,0,normal_noiseless
599,0,0,1,1,0,0,normal_noiseless
600,0,0,1,0,0,0,normal_noiseless
601,1,1,1,1,1,0,normal_noiseless
602,0,1,0,0,0,0,normal_noiseless
603,0,1,0,1,0,0,normal_noiseless
604,0,0,1,0,0,0,normal_noiseless
605,0,0,0,0,1,0,normal_noiseless
606,0,1,0,1,0,0,normal_noiseless
607,1,0,1,1,0,0,normal_noiseless
608,0,0,0,0,1,0,normal_noiseless
609,0,0,1,1,0,0,normal_noiseless
610,1,1,1,1,1,0,normal_noiseless
611,1,1,0,0,0,0,normal_noiseless
612,0,1,1,0,1,0,normal_noiseless
613,0,0,1,0,0,0,normal_noiseless
614,0,0,1,0,0,0,normal_noiseless
615,1,1,1,1,1,0,normal_noiseless
616,1,0,0,1,1,0,normal_noiseless
617,1,1,0,0,0,0,normal_noiseless
618,0,1,1,0,1,0,normal_noiseless
619,1,1,0,1,0,0,normal_noiseless
620,1,1,1,1,1,0,normal_noiseless
621,0,0,1,1,0,0,normal_noiseless
622,0,0,0,0,1,0,normal_noiseless
623,0,0,1,1,0,0,normal_noiseless
624,1,1,0,1,0,0,normal_noiseless
625,0,0,0,0,1,0,normal_noiseless
626,0,1,1,0,1,0,normal_noiseless
627,1,0,0,1,1,0,normal_noiseless
628,1,1,0,1,0,0,normal_noiseless
629,1,0,1,1,0,0,normal_noiseless
630,1,1,0,0,0,0,normal_noiseless
631,1,0,0,1,1,0,normal_noiseless
